Country	iso3c	ID	Caption	Provider	Artist	ArtistURL	ArtistHTML	License	LicenseURL	ImageName	InfoURL	FileURL	folder	iso2c	OriginURL	w640_URL	Attribution
Djibouti	DJI	3	The Government of Djibouti, UN Environment and partners are trying to restore forest areas, unblock canals and improve the drinking water.	Wikimedia	NA	NA	U.S. Air Force photo/Master Sgt. Eric Kreps	Public domain	NA	Clean_drinking_water_in_Djibouti_DVIDS92984.jpg	https://commons.wikimedia.org/wiki/File:Clean_drinking_water_in_Djibouti_DVIDS92984.jpg	NA	2/2f/	DJ	https://upload.wikimedia.org/wikipedia/commons/2/2f/Clean_drinking_water_in_Djibouti_DVIDS92984.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Clean_drinking_water_in_Djibouti_DVIDS92984.jpg/640px-Clean_drinking_water_in_Djibouti_DVIDS92984.jpg	NA
Djibouti	DJI	4	Twenty years ago women on average had 5 children. Today the average is 2.76.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.dvidshub.net/portfolio/1366259/sirrina-e-martinez'>Staff Sgt. Sirrina E. Martinez</a>	Public domain	NA	Djibouti_children_-_201214-Z-IT440-018.jpg	https://commons.wikimedia.org/wiki/File:Djibouti_children_-_201214-Z-IT440-018.jpg	NA	3/3b/	DJ	https://upload.wikimedia.org/wikipedia/commons/3/3b/Djibouti_children_-_201214-Z-IT440-018.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Djibouti_children_-_201214-Z-IT440-018.jpg/640px-Djibouti_children_-_201214-Z-IT440-018.jpg	NA
Dominica	DMA	1	A tiny island nation to roughly 70,000 residents.	Wikimedia	NA	NA		Public domain	NA	LocationDominica.png	https://commons.wikimedia.org/wiki/File:LocationDominica.png	NA	2/29/	DM	https://upload.wikimedia.org/wikipedia/commons/2/29/LocationDominica.png	https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/LocationDominica.png/640px-LocationDominica.png	NA
Dominica	DMA	2	The country’s largest industries are agriculture and tourism.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Tsaetre' class='mw-redirect' title='User:Tsaetre'>Tore Sætre</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Perle_Express_Dominica_(03).jpg	https://commons.wikimedia.org/wiki/File:Perle_Express_Dominica_(03).jpg	NA	a/a6/	DM	https://upload.wikimedia.org/wikipedia/commons/a/a6/Perle_Express_Dominica_%2803%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Perle_Express_Dominica_(03).jpg/640px-Perle_Express_Dominica_(03).jpg	NA
Dominica	DMA	3	The so–called Nature Island is under stress from the tourism industry and 70,000 residents: drinking water shortages, soil erosion, deforestation and water pollution.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Postdlf' title='User:Postdlf'>Postdlf</a>	CC-BY-SA-3.0	http://creativecommons.org/licenses/by-sa/3.0/	Scotts_Head,_Dominica_020.jpg	https://commons.wikimedia.org/wiki/File:Scotts_Head,_Dominica_020.jpg	NA	4/49/	DM	https://upload.wikimedia.org/wikipedia/commons/4/49/Scotts_Head%2C_Dominica_020.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Scotts_Head,_Dominica_020.jpg/640px-Scotts_Head,_Dominica_020.jpg	NA
Dominican Republic	DOM	1	Agriculture and mining are important industries.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/61077396@N00'>Bree</a> from Worcester, MA, USA	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Dominican_Republic_5_005.jpg	https://commons.wikimedia.org/wiki/File:Dominican_Republic_5_005.jpg	NA	e/e1/	DO	https://upload.wikimedia.org/wikipedia/commons/e/e1/Dominican_Republic_5_005.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Dominican_Republic_5_005.jpg/640px-Dominican_Republic_5_005.jpg	NA
Dominican Republic	DOM	2	Tourism which generates over $1 billion in revenue annually and is being prioritized over the preservation of ecosystems.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:MichaelPloujnikov&amp;action=edit&amp;redlink=1' class='new' title='User:MichaelPloujnikov (page does not exist)'>MichaelPloujnikov</a>	CC-BY-SA-3.0	http://creativecommons.org/licenses/by-sa/3.0/	Glass_bottom_boat.jpg	https://commons.wikimedia.org/wiki/File:Glass_bottom_boat.jpg	NA	b/b0/	DO	https://upload.wikimedia.org/wikipedia/commons/b/b0/Glass_bottom_boat.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Glass_bottom_boat.jpg/640px-Glass_bottom_boat.jpg	NA
Dominican Republic	DOM	3	The Dominican Republic has one of the highest rates of teenage pregnancy in Latin American and the Caribbean.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Adam63' title='User:Adam63'>Adam Jones, Ph.D.</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Young_Girls_in_Public_Park_-_San_Jose_de_Ocoa_-_Dominican_Republic.jpg	https://commons.wikimedia.org/wiki/File:Young_Girls_in_Public_Park_-_San_Jose_de_Ocoa_-_Dominican_Republic.jpg	NA	9/96/	DO	https://upload.wikimedia.org/wikipedia/commons/9/96/Young_Girls_in_Public_Park_-_San_Jose_de_Ocoa_-_Dominican_Republic.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Young_Girls_in_Public_Park_-_San_Jose_de_Ocoa_-_Dominican_Republic.jpg/640px-Young_Girls_in_Public_Park_-_San_Jose_de_Ocoa_-_Dominican_Republic.jpg	NA
Dominican Republic	DOM	4	It is common to use rivers and beaches as places to dump trash.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Piotrus' title='User:Piotrus'>Piotrus</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Dominican_Republic_-_trashed_beach.JPG	https://commons.wikimedia.org/wiki/File:Dominican_Republic_-_trashed_beach.JPG	NA	4/40/	DO	https://upload.wikimedia.org/wikipedia/commons/4/40/Dominican_Republic_-_trashed_beach.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Dominican_Republic_-_trashed_beach.JPG/640px-Dominican_Republic_-_trashed_beach.JPG	NA
East Timor	TLS	1	A small island nation north of Australia surrounded by some of the world’s richest marine biodiversity.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Nhobgood' title='User:Nhobgood'>Nhobgood</a> Nick Hobgood	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Arothron_nigropunctatus_East_Timor.jpg	https://commons.wikimedia.org/wiki/File:Arothron_nigropunctatus_East_Timor.jpg	NA	6/6c/	TL	https://upload.wikimedia.org/wikipedia/commons/6/6c/Arothron_nigropunctatus_East_Timor.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Arothron_nigropunctatus_East_Timor.jpg/640px-Arothron_nigropunctatus_East_Timor.jpg	NA
East Timor	TLS	2	The area is home to about three-quarters of the world’s coral species.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Andrepiazza' title='User:Andrepiazza'>Andrepiazza</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	14-EastTimor-Dive_Dili-Rock-West_32_(Coral_Reef)-APiazza.JPG	https://commons.wikimedia.org/wiki/File:14-EastTimor-Dive_Dili-Rock-West_32_(Coral_Reef)-APiazza.JPG	NA	0/0b/	TL	https://upload.wikimedia.org/wikipedia/commons/0/0b/14-EastTimor-Dive_Dili-Rock-West_32_%28Coral_Reef%29-APiazza.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/14-EastTimor-Dive_Dili-Rock-West_32_(Coral_Reef)-APiazza.JPG/640px-14-EastTimor-Dive_Dili-Rock-West_32_(Coral_Reef)-APiazza.JPG	NA
East Timor	TLS	3	Because of their minimal consumption the current population is sustainable.	Wikimedia	NA	NA	Juliao Fernandes, Presidency of East Timor	Public domain	NA	2020-06-16_Suku_Ailok.jpg	https://commons.wikimedia.org/wiki/File:2020-06-16_Suku_Ailok.jpg	NA	1/15/	TL	https://upload.wikimedia.org/wikipedia/commons/1/15/2020-06-16_Suku_Ailok.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/2020-06-16_Suku_Ailok.jpg/640px-2020-06-16_Suku_Ailok.jpg	NA
East Timor	TLS	4	Women’s work, both in the home and outside the home is generally undervalued and taken for granted. They have very limited access to education.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/46274125@N00'>yeowatzup</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Market,_Maubisse,_East_Timor_(312833929).jpg	https://commons.wikimedia.org/wiki/File:Market,_Maubisse,_East_Timor_(312833929).jpg	NA	5/51/	TL	https://upload.wikimedia.org/wikipedia/commons/5/51/Market%2C_Maubisse%2C_East_Timor_%28312833929%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Market,_Maubisse,_East_Timor_(312833929).jpg/640px-Market,_Maubisse,_East_Timor_(312833929).jpg	NA
Ecuador	ECU	1	In 2020 the Shushufindi river was poisoned by a massive pesticide runoff from nearby African palm plantations, decimating local fish stocks.	Wikimedia	NA	NA	Cancillería Ecuador	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	CAMPA%C3%91A_LA_MANO_SUCIA_DE_CHEVRON_-_11532358094.jpg	https://commons.wikimedia.org/wiki/File:CAMPA%C3%91A_LA_MANO_SUCIA_DE_CHEVRON_-_11532358094.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/CAMPA%C3%91A_LA_MANO_SUCIA_DE_CHEVRON_-_11532358094.jpg/640px-CAMPA%C3%91A_LA_MANO_SUCIA_DE_CHEVRON_-_11532358094.jpg	9/9d/	EC	NA	NA	Cancillería Ecuador, <a href='https://commons.wikimedia.org/wiki/File:CAMPA%C3%91A_LA_MANO_SUCIA_DE_CHEVRON_-_11532358094.jpg'>CAMPA%C3%91A_LA_MANO_SUCIA_DE_CHEVRON_-_11532358094.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Ecuador	ECU	2	Ecuador is the first country to recognize Rights of Nature in its Constitution.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/43423301@N07'>M M</a> from Switzerland	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Gal%C3%A1pagos_Inseln,_Ecuador_(13899343411).jpg	https://commons.wikimedia.org/wiki/File:Gal%C3%A1pagos_Inseln,_Ecuador_(13899343411).jpg	NA	5/51/	EC	https://upload.wikimedia.org/wikipedia/commons/5/51/Gal%C3%A1pagos_Inseln%2C_Ecuador_%2813899343411%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Gal%C3%A1pagos_Inseln,_Ecuador_(13899343411).jpg/640px-Gal%C3%A1pagos_Inseln,_Ecuador_(13899343411).jpg	NA
Ecuador	ECU	3	In 2020, an oil spill into the Napo river, a tributary of the Amazon, left dozens of indigenous villages and tens of thousands of peoples without access to clean water.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:F%C3%A4hrtenleser' title='User:Fährtenleser'>Fährtenleser</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Pipeline_an_der_E10,_Ecuador.jpg	https://commons.wikimedia.org/wiki/File:Pipeline_an_der_E10,_Ecuador.jpg	NA	b/b2/	EC	https://upload.wikimedia.org/wikipedia/commons/b/b2/Pipeline_an_der_E10%2C_Ecuador.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Pipeline_an_der_E10,_Ecuador.jpg/640px-Pipeline_an_der_E10,_Ecuador.jpg	NA
Egypt	EGY	1	Egypt has roughly five times as many people than the country can sustain.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Ahmed_Photographer&amp;action=edit&amp;redlink=1' class='new' title='User:Ahmed Photographer (page does not exist)'>Ahmed Photographer</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Beauty_Of_Egypt.JPG	https://commons.wikimedia.org/wiki/File:Beauty_Of_Egypt.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Beauty_Of_Egypt.JPG/640px-Beauty_Of_Egypt.JPG	0/05/	EG	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Ahmed_Photographer&amp;action=edit&amp;redlink=1' class='new' title='User:Ahmed Photographer (page does not exist)'>Ahmed Photographer</a>, <a href='https://commons.wikimedia.org/wiki/File:Beauty_Of_Egypt.JPG'>Beauty_Of_Egypt.JPG</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Egypt	EGY	2	In 2020 the Egyptian parliament proposed a bill that seeks to not only criminalize child marriage, but also to incentivize family planning in order to address Egypt’s overpopulation crisis.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Mona_Abo-Abda&amp;action=edit&amp;redlink=1' class='new' title='User:Mona Abo-Abda (page does not exist)'>Mona Abo-Abda</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Girls_having_fun.jpg	https://commons.wikimedia.org/wiki/File:Girls_having_fun.jpg	NA	d/df/	EG	https://upload.wikimedia.org/wikipedia/commons/d/df/Girls_having_fun.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Girls_having_fun.jpg/640px-Girls_having_fun.jpg	NA
Egypt	EGY	3	Population growth has created greater energy, food and water insecurity in a country with limited natural resources.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Ahmed.magdy.88&amp;action=edit&amp;redlink=1' class='new' title='User:Ahmed.magdy.88 (page does not exist)'>Ahmed.magdy.88</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Western_desert_egypt.jpg	https://commons.wikimedia.org/wiki/File:Western_desert_egypt.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Western_desert_egypt.jpg/640px-Western_desert_egypt.jpg	6/6e/	EG	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Ahmed.magdy.88&amp;action=edit&amp;redlink=1' class='new' title='User:Ahmed.magdy.88 (page does not exist)'>Ahmed.magdy.88</a>, <a href='https://commons.wikimedia.org/wiki/File:Western_desert_egypt.jpg'>Western_desert_egypt.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
El Salvador	SLV	1	Overexploitation and pollution of rivers and lakes.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://web.archive.org/web/20161011224016/http://www.panoramio.com/user/554571?with_photo_id=2686033'>santiagoepm</a>	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Rio_Acelhuate_en_lomas_del_rio_-_panoramio.jpg	https://commons.wikimedia.org/wiki/File:Rio_Acelhuate_en_lomas_del_rio_-_panoramio.jpg	NA	6/6d/	SV	https://upload.wikimedia.org/wikipedia/commons/6/6d/Rio_Acelhuate_en_lomas_del_rio_-_panoramio.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Rio_Acelhuate_en_lomas_del_rio_-_panoramio.jpg/640px-Rio_Acelhuate_en_lomas_del_rio_-_panoramio.jpg	NA
El Salvador	SLV	2	Deforestation is an increasing threat to biodiversity as the human population grows and places greater demand on forests for timber and conversion to farming.	Pixabay	gerson_rodriguez	https://pixabay.com/users/gerson_rodriguez-215971/	NA	NA	NA	2038137	https://pixabay.com/photos/el-salvador-door-of-the-devil-2038137/	NA	NA	SV	NA	NA	NA
El Salvador	SLV	3	Fertility rates have declined from 5.5 children per mother to a current replacement level.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/57980142@N05'>Feed My Starving Children (FMSC)</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	FMSC_Distribution_Partner_-_El_Salvador_(16003948891).jpg	https://commons.wikimedia.org/wiki/File:FMSC_Distribution_Partner_-_El_Salvador_(16003948891).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/FMSC_Distribution_Partner_-_El_Salvador_(16003948891).jpg/640px-FMSC_Distribution_Partner_-_El_Salvador_(16003948891).jpg	4/45/	SV	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/57980142@N05'>Feed My Starving Children (FMSC)</a>, <a href='https://commons.wikimedia.org/wiki/File:FMSC_Distribution_Partner_-_El_Salvador_(16003948891).jpg'>FMSC_Distribution_Partner_-_El_Salvador_(16003948891).jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Equatorial Guinea	GNQ	1	Solid and liquid waste is thrown directly into the riverbed and the sea, fecal pollution presents mainly in urban areas and the spillage of toxic substances associated with oil activity are the main sources of pollutants.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Blitz1980' title='User:Blitz1980'>Blitz1980</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Benito_(Mbini)_River_Sendje_Equatorial_Guinea_2_2015_BNB-UM.jpg	https://commons.wikimedia.org/wiki/File:Benito_(Mbini)_River_Sendje_Equatorial_Guinea_2_2015_BNB-UM.jpg	NA	e/e1/	GQ	https://upload.wikimedia.org/wikipedia/commons/e/e1/Benito_%28Mbini%29_River_Sendje_Equatorial_Guinea_2_2015_BNB-UM.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Benito_(Mbini)_River_Sendje_Equatorial_Guinea_2_2015_BNB-UM.jpg/640px-Benito_(Mbini)_River_Sendje_Equatorial_Guinea_2_2015_BNB-UM.jpg	NA
Equatorial Guinea	GNQ	2	The primary threat to wildlife is habitat loss.	Wikimedia	NA	NA	Shoshana Sommer	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Yellow-billed_Turacos_in_Equatorial_Guinea_2006.jpg	https://commons.wikimedia.org/wiki/File:Yellow-billed_Turacos_in_Equatorial_Guinea_2006.jpg	NA	e/ed/	GQ	https://upload.wikimedia.org/wikipedia/commons/e/ed/Yellow-billed_Turacos_in_Equatorial_Guinea_2006.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Yellow-billed_Turacos_in_Equatorial_Guinea_2006.jpg/640px-Yellow-billed_Turacos_in_Equatorial_Guinea_2006.jpg	NA
Equatorial Guinea	GNQ	3	Citizens live very modestly with 80% working in the agricultural sector.	Wikimedia	NA	NA	Miguel Obono Ekieme	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Mujer_ecuatoguineana_vendiendo_acelgas.png	https://commons.wikimedia.org/wiki/File:Mujer_ecuatoguineana_vendiendo_acelgas.png	NA	c/cb/	GQ	https://upload.wikimedia.org/wikipedia/commons/c/cb/Mujer_ecuatoguineana_vendiendo_acelgas.png	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Mujer_ecuatoguineana_vendiendo_acelgas.png/640px-Mujer_ecuatoguineana_vendiendo_acelgas.png	NA
Eritrea	ERI	1	Mining is increasingly a threat to wildlife habitat.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Martin_Schibbye' title='User:Martin Schibbye'>Martin Schibbye</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Bisha_Mine_Eritrea.jpg	https://commons.wikimedia.org/wiki/File:Bisha_Mine_Eritrea.jpg	NA	e/e5/	ER	https://upload.wikimedia.org/wikipedia/commons/e/e5/Bisha_Mine_Eritrea.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Bisha_Mine_Eritrea.jpg/640px-Bisha_Mine_Eritrea.jpg	NA
Eritrea	ERI	2	A century ago, 30% of Eritrea was covered by forest, but less than 1% of this remained in 1995.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/79721788@N00'>David Stanley</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Railway_Bridge,_Eritrea.jpg	https://commons.wikimedia.org/wiki/File:Railway_Bridge,_Eritrea.jpg	NA	6/60/	ER	https://upload.wikimedia.org/wikipedia/commons/6/60/Railway_Bridge%2C_Eritrea.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Railway_Bridge,_Eritrea.jpg/640px-Railway_Bridge,_Eritrea.jpg	NA
Eritrea	ERI	3	With a high fertility rate of over 4 children per mother, the country’s population growth rate is adding over 40,000 more people every year.	Pixnio	NA	NA	NA	NA	NA	NA	https://pixnio.com/people/crowd/women-and-kids-in-eritrea-africa	NA	NA	ER	NA	NA	NA
Estonia	EST	1	Estonia has valuable and untouched natural areas.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Cayambe' title='User:Cayambe'>Cayambe</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Estonia_Endla_Nature_Reserve_07_Forest.jpg	https://commons.wikimedia.org/wiki/File:Estonia_Endla_Nature_Reserve_07_Forest.jpg	NA	1/1e/	EE	https://upload.wikimedia.org/wikipedia/commons/1/1e/Estonia_Endla_Nature_Reserve_07_Forest.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Estonia_Endla_Nature_Reserve_07_Forest.jpg/640px-Estonia_Endla_Nature_Reserve_07_Forest.jpg	NA
Estonia	EST	2	Pollution of the environment has been cut considerably since 1990 following the economic collapse and as a result of investments in the environment.	Wikimedia	NA	NA	<bdi><a href='https://www.wikidata.org/wiki/Q28147777' class='extiw' title='d:Q28147777'><span title='Spanish photographer (1974-)'>Diego Delso</span></a></bdi>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Kaberneeme%2C_Estonia%2C_2012-08-12%2C_DD_04.jpg	https://commons.wikimedia.org/wiki/File:Kaberneeme%2C_Estonia%2C_2012-08-12%2C_DD_04.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Kaberneeme%2C_Estonia%2C_2012-08-12%2C_DD_04.jpg/800px-Kaberneeme%2C_Estonia%2C_2012-08-12%2C_DD_04.jpg	4/4e/	EE	NA	NA	NA
Estonia	EST	3	Estonia’s population and consumption are currently sustainable.	Wikimedia	NA	NA	<bdi><a href='https://www.wikidata.org/wiki/Q28147777' class='extiw' title='d:Q28147777'><span title='Spanish photographer (1974-)'>Diego Delso</span></a></bdi>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Plaza_del_ayuntamiento%2C_Tallinn%2C_Estonia%2C_2012-08-05%2C_DD_01.JPG	https://commons.wikimedia.org/wiki/File:Plaza_del_ayuntamiento%2C_Tallinn%2C_Estonia%2C_2012-08-05%2C_DD_01.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Plaza_del_ayuntamiento%2C_Tallinn%2C_Estonia%2C_2012-08-05%2C_DD_01.JPG/640px-Plaza_del_ayuntamiento%2C_Tallinn%2C_Estonia%2C_2012-08-05%2C_DD_01.JPG	2/24/	EE	NA	NA	NA
